FUND ID,NAME,VINTAGE / INCEPTION YEAR,DATE REPORTED,CALLED (%),DPI (%),RVPI (%),NET IRR (%),NET MULTIPLE (X),MEDIAN BENCHMARK NET IRR (%),PREQIN QUARTILE RANK,SOURCE,PE: PRIMARY STRATEGY,PRIMARY REGION FOCUS,LP
27414,KKR Asian Fund II,2013,2024-06-30,133.7853933,81.5282976,29.6831784,2.81,1.1121148,16.985,4.0,Washington State Investment Board,Buyout,Asia,Washington State Investment Board
28217,Silver Lake Partners IV,2013,2024-09-30,118.06976,143.3686365,129.7672994,21.6,2.7313594,16.985,2.0,Minnesota State Board of Investment,Buyout,North America,Washington State Investment Board
30637,Triton Fund IV,2013,2024-12-31,88.0,120.0,86.0,13.7,2.06,16.985,2.0,,Buyout,Europe,Washington State Investment Board
30822,TowerBrook Investors IV,2013,2024-09-30,88.3375806,167.2301759,81.4787542,17.7,2.4870893,17.0,1.0,TowerBrook,Buyout,North America,Washington State Investment Board
31431,FountainVest China Growth Partners II,2013,2024-06-30,114.02268,135.1759539,8.5787225,11.8,1.4375468,8.51,2.0,Washington State Investment Board,Growth,Asia,Washington State Investment Board
33205,Riverside Capital Appreciation Fund VI,2013,2024-09-30,110.7066136,123.4633022,29.4988924,11.3,1.5296219,15.35,4.0,The Riverside Company,Buyout,North America,Washington State Investment Board
35224,Affinity Asia Pacific Fund IV,2013,2024-09-30,111.9516667,118.8012684,63.3338792,16.3,1.8213515,17.0,3.0,Maine Public Employees' Retirement System,Buyout,Asia,Washington State Investment Board
38176,Insight Partners VIII,2013,2024-06-30,109.8328387,213.1316713,104.4811504,20.8,3.1761282,11.95,1.0,Teacher Retirement System of Texas,Growth,North America,Washington State Investment Board
40676,DCPF VI Oil and Gas Co-Investment Fund,2013,2024-12-31,85.0,161.0,0.0,16,1.61,16.0,3.0,Denham Capital,Co-Investment,North America,Washington State Investment Board
15533,KKR North American XI Fund,2012,2024-03-31,,,,19.2,,19.2,2.0,Public Filings - US,Buyout,North America,Washington State Investment Board
19089,Cinven V,2012,2024-09-30,108.6,153.3,25.5,20.3,1.788,13.0,2.0,,Buyout,Europe,Washington State Investment Board
20597,Vestar Capital Partners VI,2012,2024-09-30,109.95173,172.9695431,45.9423758,23.9,2.1891192,22.8907932,2.0,Minnesota State Board of Investment,Buyout,North America,Washington State Investment Board
20678,Providence Equity Partners VII,2012,2024-06-30,157.9284413,158.9938683,41.5288486,21.31,2.0052272,19.2,2.0,Washington State Investment Board,Buyout,North America,Washington State Investment Board
22284,Apax VIII,2012,2024-09-30,120.2256305,151.6524253,7.8650708,13,1.595175,13.0,3.0,Minnesota State Board of Investment,Buyout,Europe,Washington State Investment Board
23142,Denham Commodity Partners Fund VI,2012,2024-06-30,118.1117455,56.8945029,44.5152625,0.31,1.0140977,13.7,4.0,Washington State Investment Board,Growth,North America,Washington State Investment Board
24938,Warburg Pincus Private Equity XI,2012,2024-09-30,100.0,148.8139467,24.40892,11.2767554,1.7322287,15.72,3.0,Oklahoma Police Pension and Retirement System,Balanced,North America,Washington State Investment Board
28146,Roark Capital Partners III,2012,2024-06-30,114.5138344,200.2205051,0.0,11.75,2.0022051,22.8907932,3.0,Washington State Investment Board,Buyout,North America,Washington State Investment Board
30192,Advent Global Private Equity VII,2012,2024-09-30,96.1007122,169.5246252,10.951149,13.2,1.8047577,13.0,2.0,Minnesota State Board of Investment,Buyout,Europe,Washington State Investment Board
11503,Blackstone Capital Partners VI,2011,2024-12-31,,,,12,,13.6,3.0,Public Filings - US,Buyout,North America,Washington State Investment Board
14798,Hellman & Friedman VII,2011,2024-09-30,95.5975202,329.5908778,9.3693536,24.7,3.3896023,13.6,1.0,Hellman & Friedman,Buyout,North America,Washington State Investment Board
16101,Advent Latin America Private Equity Fund V,2011,2024-06-30,96.2,87.3180873,20.591211,1.14,1.079093,12.2,3.0,Washington State Investment Board,Buyout,Americas,Washington State Investment Board
16142,Apax MidMarket VIII,2011,2024-09-30,100.0,152.0,37.0,13.4,1.89,13.9979289,3.0,Seven2,Buyout,Europe,Washington State Investment Board
16302,Southern Cross Latin America Private Equity Fund IV,2011,2024-12-31,100.0,22.0,0.0,-25.49,0.22,12.2,4.0,Washington State Investment Board,Buyout,Americas,Washington State Investment Board
18795,BC European Cap IX,2011,2024-09-30,98.0,141.0,38.0,11.9,1.79,19.02,3.0,BC Partners,Buyout,Europe,Washington State Investment Board
20206,Golder Thoma Cressey Rauner X,2011,2024-09-30,105.8866667,203.5068942,,21.4,,12.2,1.0,Maine Public Employees' Retirement System,Buyout,North America,Washington State Investment Board
21020,Menlo Ventures XI,2011,2024-06-30,100.000153,363.4397599,61.4948929,29.4,4.2493465,14.25,1.0,Washington State Investment Board,,North America,Washington State Investment Board
22641,TPG Growth II,2011,2024-12-31,,,,15,,13.4,2.0,Public Filings - US,Growth,North America,Washington State Investment Board
25876,Green Equity Investors VI,2011,2024-09-30,105.8176,146.4709084,111.7591025,13.6,2.5823001,13.6,2.0,Leonard Green & Partners,Buyout,North America,Washington State Investment Board
25965,Endeavour Capital Fund VI,2011,2024-12-31,93.69,148.77,0.0,8.5,1.4877,17.04,3.0,University of Washington Endowment,Buyout,North America,Washington State Investment Board
13878,Trident Capital Fund VII,2010,2024-06-30,119.031216,67.8606269,143.3936321,19.4,2.1125426,11.6,2.0,Florida State Board of Administration,,North America,Washington State Investment Board
14986,Triton Fund III,2010,2024-12-31,83.0,221.7,0.5,13.6,2.222,14.8,2.0,,Buyout,Europe,Washington State Investment Board
15537,Oak Investment Partners XIII,2010,2024-09-30,99.8666667,78.2376502,59.1455274,4,1.3738318,11.6,3.0,Oregon State Treasury,,North America,Washington State Investment Board
15936,Fisher Lynch Co-investment Partnership II,2010,2024-09-30,104.1,178.962536,49.1834774,17.4,2.2814601,14.9331739,2.0,Oregon State Treasury,Co-Investment Multi-Manager,North America,Washington State Investment Board
16005,Littlejohn Fund IV,2010,2024-09-30,110.6,172.875226,19.6202532,14.1,1.9249548,16.8,3.0,Oregon State Treasury,Buyout,North America,Washington State Investment Board
16065,Lone Star Fund VII,2010,2024-12-31,93.8364533,175.7163812,0.0,50.2,1.7571638,19.4,2.0,Los Angeles City Employees' Retirement System,Buyout,North America,Washington State Investment Board
18031,CDH USD PE IV,2010,2024-06-30,111.06378,127.4282183,11.5059401,6.91,1.3893416,15.3,3.0,Washington State Investment Board,Growth,Asia,Washington State Investment Board
13554,Charterhouse Capital Partners IX,2009,2024-09-30,120.2222222,134.4731978,0.6469501,12,1.3512015,17.3,3.0,Maine Public Employees' Retirement System,Buyout,Europe,Washington State Investment Board
14420,New Enterprise Associates XIII,2009,2024-06-30,100.0,251.8458513,17.099816,16.9,2.6894567,11.05,1.0,Teacher Retirement System of Texas,,North America,Washington State Investment Board
15765,TA XI,2009,2024-09-30,98.5,366.810203,11.2849036,26.7,3.7809511,20.9,1.0,Houston Police Officers' Pension System,Buyout,North America,Washington State Investment Board
16471,KKR E2 Investors - Annex Fund,2009,2024-12-31,100.6,100.6,0.0,0.2,1.006,20.0,4.0,KKR,Buyout,Europe,Washington State Investment Board
19139,HarbourVest International Private Equity Partners VI Asia Pacific,2009,2024-06-30,95.0,126.9515186,33.0355264,8.2,1.5998704,14.3,4.0,HarbourVest Partners,Fund of Funds,Asia,Washington State Investment Board
10127,KKR European Fund III,2008,2024-09-30,105.0,175.0,2.0,13,1.77,12.285,2.0,KKR,Buyout,Europe,Washington State Investment Board
10483,Fortress Investment Fund V Co-Investment,2008,2024-06-30,99.125696,32.0755962,24.0035399,-4.84,0.5607914,4.0,3.0,Washington State Investment Board,Co-Investment,North America,Washington State Investment Board
10627,Unitas Opportunity Fund III,2008,2024-12-31,104.3333333,89.8402556,0.0,-2.8,0.8984026,12.0,4.0,Oregon State Treasury,Buyout,Asia,Washington State Investment Board
10932,Endeavour Capital Fund V,2008,2024-12-31,99.8461538,197.2265023,0.0,10.7,1.972265,12.76,2.0,Oregon State Treasury,Buyout,North America,Washington State Investment Board
10972,Madison Dearborn Capital Partners VI,2008,2024-09-30,106.5,225.0,0.0,23.2,2.25,14.35,1.0,Madison Dearborn Partners,Buyout,North America,Washington State Investment Board
11651,Bridgepoint Europe IV,2008,2024-09-30,98.519828,156.3547655,18.7336502,,1.7508842,12.285,2.0,West Yorkshire Pension Fund,Buyout,Europe,Washington State Investment Board
11859,First Reserve Fund XII,2008,2024-09-30,114.0333333,54.8377667,0.0,-16.4,0.5483777,8.015,4.0,Oregon State Treasury,Growth,North America,Washington State Investment Board
11930,Nordic Capital Fund VII,2008,2024-12-31,104.6923828,158.5462964,0.0,8.24,1.585463,12.285,4.0,Nordic Capital,Buyout,Europe,Washington State Investment Board
12323,Canaan Equity VIII,2008,2024-06-30,99.0,143.0651341,8.9724835,9.2,1.5203762,16.45,3.0,Public Employees' Retirement System of Nevada,,North America,Washington State Investment Board
12909,Advent Global Private Equity VI,2008,2024-09-30,100.0,200.8,8.0,16.4,2.088,12.285,1.0,Oregon State Treasury,Buyout,Europe,Washington State Investment Board
12918,Austin Ventures X,2008,2024-12-31,99.2,163.9112903,0.0,9.6,1.6391129,9.4,2.0,Oregon State Treasury,,North America,Washington State Investment Board
13014,FountainVest China Growth Partners,2008,2024-06-30,116.6677,136.1608226,0.1583437,6.66,1.3631917,9.23,2.0,Washington State Investment Board,Growth,Asia,Washington State Investment Board
13124,TPG Partners VI,2008,2024-12-31,,,,10,,12.285,3.0,Public Filings - US,Buyout,North America,Washington State Investment Board
13258,Union Square Ventures II,2008,2024-09-30,95.2,408.4033613,28.5714286,20.9,4.3697479,16.45,2.0,Oregon State Treasury,,North America,Washington State Investment Board
13800,Banc Fund VIII,2008,2024-06-30,100.0,214.8530165,0.0,12.73,2.1485302,8.015,1.0,Washington State Investment Board,Growth,North America,Washington State Investment Board
13943,Evergreen Pacific Partners II,2008,2024-12-31,100.339308,204.8677553,0.0,21.97,2.0486776,12.76,2.0,Washington State Investment Board,Buyout,North America,Washington State Investment Board
14584,Battery Ventures VIII Side Fund,2008,2024-06-30,75.1944444,275.9142963,10.6021426,29.3,2.8651644,4.0,1.0,Public Employees' Retirement System of Nevada,Co-Investment,North America,Washington State Investment Board
19140,HarbourVest International Private Equity Partners VI Emerging Markets,2008,2024-06-30,100.0,59.2143205,61.1458305,2.5,1.2036015,8.09,4.0,HarbourVest Partners,Fund of Funds,Americas,Washington State Investment Board
9380,Lone Star Fund VI,2008,2024-09-30,88.12,164.3213799,0.1815706,11.57,1.6450295,12.285,3.0,Oregon State Treasury,Buyout,North America,Washington State Investment Board
10112,Insight Partners VI,2007,2024-12-31,108.0,254.17,0.0,19,2.5417,15.2,2.0,Insight Partners,Growth,North America,Washington State Investment Board
10145,Warburg Pincus Private Equity X,2007,2024-09-30,100.0,177.8710273,2.3150653,9.5,1.8018609,11.6,3.0,Minnesota State Board of Investment,Balanced,North America,Washington State Investment Board
10357,Battery Ventures VIII,2007,2024-06-30,100.0,247.3536,17.4114833,17,2.6476508,9.51,1.0,CalPERS - California Public Employees' Retirement System,,North America,Washington State Investment Board
10358,Spark Capital II,2007,2023-12-31,100.0,468.9858974,75.3095385,51.43,5.4429544,9.25,1.0,Los Angeles City Employees' Retirement System,,North America,Washington State Investment Board
10482,Fortress Investment Fund V,2007,2024-09-30,100.08,108.2334133,44.0447642,4.3,1.5227818,10.55,3.0,Oregon State Treasury,Buyout,North America,Washington State Investment Board
10743,Advent Latin America Private Equity Fund IV,2007,2024-06-30,102.917684,142.2727857,7.0718187,8.78,1.493446,11.1,3.0,Washington State Investment Board,Buyout,Americas,Washington State Investment Board
10880,JMI Equity Fund VI,2007,2024-06-30,101.0980119,198.87204,0.0,13,1.9887204,15.2,3.0,CalPERS - California Public Employees' Retirement System,Growth,North America,Washington State Investment Board
11196,TCV VII,2007,2024-12-31,100.2141441,311.5383553,0.0,23.5260481,3.1153836,15.2,1.0,Los Angeles County Employees' Retirement Association,Growth,North America,Washington State Investment Board
8398,Affinity Asia Pacific Fund III,2007,2024-09-30,95.8,139.3528184,0.0,8.7,1.3935282,11.3,3.0,Oregon State Treasury,Buyout,Asia,Washington State Investment Board
8490,Green Equity Investors V,2007,2024-06-30,111.447385,229.6527137,0.5126823,19,2.301654,10.55,1.0,CalPERS - California Public Employees' Retirement System,Buyout,North America,Washington State Investment Board
8796,Apax Europe VII,2007,2024-09-30,110.6265664,124.1957408,0.0,4.2,1.2419574,6.95,4.0,Oregon State Treasury,Buyout,Europe,Washington State Investment Board
8807,Providence Equity Partners VI,2007,2024-06-30,131.0947824,135.7651262,0.2866085,5.93,1.3605173,10.55,3.0,Washington State Investment Board,Buyout,North America,Washington State Investment Board
8812,Silver Lake Partners III,2007,2024-09-30,94.84728,227.894239,24.0255735,18.8,2.5191981,10.55,1.0,Minnesota State Board of Investment,Buyout,North America,Washington State Investment Board
8930,KKR Asian Fund,2007,2024-12-31,107.7276318,181.5735374,0.0,13.6,1.8157354,11.3,2.0,KKR,Buyout,Asia,Washington State Investment Board
9137,TPG Star,2007,2024-12-31,,,,6,,15.2,4.0,Public Filings - US,Growth,North America,Washington State Investment Board
10485,Fortress Investment Fund IV Co-Investment,2006,2024-06-30,112.854716,71.772749,3.2201401,-3.6,0.7499289,7.545,4.0,Washington State Investment Board,Co-Investment,North America,Washington State Investment Board
5495,Blackstone Capital Partners V,2006,2024-12-31,,,,8,,8.0,2.0,Public Filings - US,Buyout,North America,Washington State Investment Board
5512,Francisco Partners II,2006,2024-09-30,93.1000003,169.2813978,0.2731146,10.4,1.6955451,11.35,2.0,Francisco Partners,Buyout,North America,Washington State Investment Board
5531,Madison Dearborn Capital Partners V,2006,2024-06-30,117.204298,154.7781365,0.0168358,8,1.5479497,8.0,2.0,CalPERS - California Public Employees' Retirement System,Buyout,North America,Washington State Investment Board
5637,Cinven IV,2006,2024-09-30,100.0,165.0,0.0,9.8,1.65,8.0,2.0,,Buyout,Europe,Washington State Investment Board
5844,Menlo Ventures X,2006,2024-06-30,100.0,204.408126,2.91364,10.49,2.0732177,2.51,1.0,Washington State Investment Board,,North America,Washington State Investment Board
6732,Charterhouse Capital Partners VIII,2006,2024-12-31,89.5,106.0,0.0,0.97,1.06,8.0,4.0,Charterhouse Capital Partners,Buyout,Europe,Washington State Investment Board
7015,Nordic Capital Fund VI,2006,2024-09-30,109.6672791,171.9536436,0.3836793,8.6,1.7233732,8.4,2.0,Nordic Capital,Buyout,Europe,Washington State Investment Board
7083,TPG Partners V,2006,2024-12-31,,,,5,,8.0,3.0,Public Filings - US,Buyout,North America,Washington State Investment Board
7415,OVP Venture Partners VII,2006,2024-09-30,100.0,79.4,0.0,-2.2,0.794,2.51,3.0,Oregon State Treasury,,North America,Washington State Investment Board
7464,Permira IV,2006,2024-09-30,100.0301849,174.4858374,28.9750618,11.4,2.034609,8.0,1.0,Permira,Buyout,Europe,Washington State Investment Board
7490,Polaris Venture Partners V,2006,2024-09-30,98.0,133.37,55.98,8.2,1.8935,2.51,1.0,Polaris Partners,,North America,Washington State Investment Board
7510,New Enterprise Associates XII,2006,2024-09-30,98.5,138.7813042,3.5756501,6.5,1.4235695,2.51,2.0,Houston Police Officers' Pension System,,North America,Washington State Investment Board
7606,Golder Thoma Cressey Rauner IX,2006,2024-12-31,95.2546867,180.6300249,0.0,,1.8063002,11.35,2.0,Los Angeles City Employees' Retirement System,Buyout,North America,Washington State Investment Board
7614,Media / Communications Partners VI,2006,2024-12-31,98.96326,212.3168032,0.0,13.35,2.123168,2.51,1.0,Ohio Public Employees' Retirement System,,North America,Washington State Investment Board
7662,First Reserve Fund XI,2006,2024-09-30,114.0333333,65.7994738,0.0,-10.7,0.6579947,10.8,3.0,Oregon State Treasury,Growth,North America,Washington State Investment Board
7880,Fortress Investment Fund IV,2006,2024-09-30,114.08,83.029453,5.8204769,-1.42,0.8884993,11.35,4.0,Oregon State Treasury,Buyout,North America,Washington State Investment Board
7882,Intersouth Partners VII,2006,2024-12-31,88.750925,68.6704984,0.0,-8.84,0.686705,2.12,3.0,Regents of the University of California,,North America,Washington State Investment Board
8057,Oak Investment Partners XII,2006,2024-09-30,100.0,92.8680286,0.0827143,-1.1,0.9295074,2.51,3.0,Houston Police Officers' Pension System,,North America,Washington State Investment Board
8570,Hellman & Friedman VI,2006,2024-12-31,97.168205,187.2212047,0.0,12.9,1.872212,8.0,1.0,Teacher Retirement System of Texas,Buyout,North America,Washington State Investment Board
9220,Fisher Lynch Co-investment Partnership,2006,2024-09-30,112.84,147.1109536,0.0,6.9,1.4711095,7.545,3.0,Oregon State Treasury,Co-Investment Multi-Manager,North America,Washington State Investment Board
13694,Insight Partners V Coinvestment Fund,2005,2024-12-31,100.0,349.33,0.0,27,3.4933,7.55,1.0,Insight Partners,Co-Investment,North America,Washington State Investment Board
3976,BC European Cap VIII,2005,2024-12-31,97.22,129.38,0.0,5.7,1.2938,9.85,3.0,BC Partners,Buyout,Europe,Washington State Investment Board
4556,Elevation Partners,2005,2024-12-31,97.445137,155.2435439,0.0,11.81,1.5524354,9.9,2.0,Washington State Investment Board,Buyout,North America,Washington State Investment Board
4647,Unitas Opportunity Fund II,2005,2024-12-31,127.203986,140.1803415,0.0,7.34,1.4018034,10.405,3.0,Oregon State Treasury,Buyout,Asia,Washington State Investment Board
4916,Lone Star Fund V,2005,2024-09-30,106.4444444,91.440501,0.2783577,-1.52,0.9171886,13.85,4.0,Oregon State Treasury,Buyout,Asia,Washington State Investment Board
5081,CHS Private Equity V,2005,2024-12-31,108.22,169.59,0.0,9.91,1.6959,8.255,2.0,CHS Capital,Buyout,North America,Washington State Investment Board
5082,Warburg Pincus Private Equity IX,2005,2024-12-31,100.0,172.0,0.0,9.6,1.72,7.55,2.0,Warburg Pincus,Balanced,North America,Washington State Investment Board
5156,KKR European Fund II,2005,2024-09-30,104.0,135.0,0.0,5,1.35,9.85,3.0,KKR,Buyout,Europe,Washington State Investment Board
5159,Palamon European Equity II,2005,2024-09-30,123.4,137.0340357,0.0,7.7,1.3703404,8.155,3.0,Oregon State Treasury,Buyout,Europe,Washington State Investment Board
5254,Bridgepoint Europe III,2005,2024-09-30,95.72,133.45,3.84,,1.3729,10.405,3.0,West Yorkshire Pension Fund,Buyout,Europe,Washington State Investment Board
5372,Trident Capital Fund VI,2005,2024-06-30,101.1558667,136.0596321,14.7451326,,1.5080476,3.1,2.0,Employees' Retirement System of the State of Hawaii,,North America,Washington State Investment Board
5429,Austin Ventures IX,2005,2024-06-30,98.75,148.87,5.19,15.6,1.5406,3.1,1.0,Public Employees' Retirement System of Nevada,,North America,Washington State Investment Board
5606,Vestar Capital Partners V,2005,2024-09-30,100.45669,132.4130429,0.0,3.9,1.3241304,9.9,3.0,Houston Police Officers' Pension System,Buyout,North America,Washington State Investment Board
5692,El Dorado Ventures VII,2005,2024-06-30,100.0,129.86,0.0,,1.2986,2.65,3.0,Employees' Retirement System of the State of Hawaii,,North America,Washington State Investment Board
5948,Canaan Equity VII,2005,2024-09-30,100.0,236.40052,16.44996,14.6,2.5285048,2.65,2.0,Houston Police Officers' Pension System,,North America,Washington State Investment Board
6577,Spark Capital I,2005,2023-12-31,98.0,135.3405669,4.969127,8.11,1.4030969,2.65,2.0,Los Angeles City Employees' Retirement System,,North America,Washington State Investment Board
6716,TCV VI,2005,2024-12-31,88.0,160.0,0.0,12.3,1.6,21.0,3.0,TCV,Growth,North America,Washington State Investment Board
6920,Banc Fund VII,2005,2024-12-31,100.0,151.62,0.0,3.91,1.5162,21.0,4.0,1st & Main Growth Partners,Growth,North America,Washington State Investment Board
8987,HIPEP V-Asia Pacific and Rest of World Partnership,2005,2024-12-31,108.1123038,162.5045899,0.0,,1.6250459,7.2,2.0,Staffordshire County Pension Fund,Fund of Funds,Asia,Washington State Investment Board
3643,Silver Lake Partners II,2004,2024-12-31,113.2849667,172.1687402,0.0,,1.7216874,12.365,3.0,Washington State Investment Board,Buyout,North America,Washington State Investment Board
3724,First Reserve Fund X,2004,2024-12-31,100.0,182.761608,0.0,31.05,1.8276161,13.3,2.0,Minnesota State Board of Investment,Growth,North America,Washington State Investment Board
3774,Endeavour Capital Fund IV,2004,2024-12-31,92.2,352.0607375,0.0,28.2,3.5206074,16.915,1.0,Oregon State Treasury,Buyout,North America,Washington State Investment Board
4022,Essex Woodlands Health Ventures VI,2004,2024-09-30,97.2,128.3950617,0.0,2.9,1.2839506,0.0612638,2.0,Oregon State Treasury,,North America,Washington State Investment Board
4054,TCV V,2004,2024-12-31,99.15,185.07801,0.0,10.58,1.8507801,13.3,3.0,University of Texas Investment Management Company,Growth,North America,Washington State Investment Board
4073,Hellman & Friedman V,2004,2024-12-31,90.2,267.42,0.0,27.84,2.6742,12.365,1.0,Hellman & Friedman,Buyout,North America,Washington State Investment Board
4500,Oak Investment Partners XI,2004,2024-09-30,100.0,82.29192,0.0819,-2.5,0.8237382,0.0612638,3.0,Houston Police Officers' Pension System,,North America,Washington State Investment Board
4568,Battery Ventures VII,2004,2024-06-30,100.0,184.5333333,0.0,9.8,1.8453333,0.0612638,1.0,Public Employees' Retirement System of Nevada,,North America,Washington State Investment Board
5435,Fortress Investment Fund III,2004,2024-12-31,136.5713994,106.6406575,0.0,1.2,1.0664066,12.365,4.0,Washington State Investment Board,Buyout,North America,Washington State Investment Board
5587,Union Square Ventures,2004,2024-12-31,89.0,1381.6861241,0.0,66.42,13.8168612,-1.685,1.0,,,North America,Washington State Investment Board
6399,Granite Global Ventures II,2004,2024-12-31,95.5084375,160.646602,0.0,6.07,1.606466,0.0612638,2.0,Ohio Public Employees' Retirement System,,North America,Washington State Investment Board
1124,KKR Millennium Fund,2003,2024-09-30,102.0,204.0,0.0,16,2.04,14.3,2.0,KKR,Buyout,North America,Washington State Investment Board
142,Alta Communications IX,2003,2024-12-31,95.0,89.0421053,0.0,-1.3,0.8904211,2.78,3.0,Public Employees' Retirement System of Nevada,,North America,Washington State Investment Board
2068,Golder Thoma Cressey Rauner VIII,2003,2024-12-31,92.52,175.2485949,0.0,22.2,1.7524859,17.15,2.0,Public Employees' Retirement System of Nevada,Buyout,North America,Washington State Investment Board
2071,Intersouth Partners VI,2003,2024-06-30,100.0,125.2142857,22.0714286,4.27,1.4728571,-9.045,2.0,North Carolina Department of State Treasurer,,North America,Washington State Investment Board
2306,Green Equity Investors IV,2003,2024-12-31,103.6236614,196.2003062,0.0,11.18,1.9620031,17.15,3.0,University of Texas Investment Management Company,Buyout,North America,Washington State Investment Board
2937,Nordic Capital Fund V,2003,2024-09-30,112.5091677,267.5489904,0.1529073,20,2.677019,17.15,1.0,Nordic Capital,Buyout,Europe,Washington State Investment Board
3528,TPG Partners IV,2003,2024-12-31,,,,15,,14.3,2.0,Public Filings - US,Buyout,North America,Washington State Investment Board
3778,New Enterprise Associates XI,2003,2024-06-30,100.0,256.382776,4.922972,15.4,2.6130575,2.78,1.0,Pennsylvania State Employees' Retirement System,,North America,Washington State Investment Board
717,Evercore Capital Partners II,2003,2024-12-31,112.15,120.8286842,0.0,4.77,1.2082868,13.55,4.0,Washington State Investment Board,Buyout,North America,Washington State Investment Board
721,Evergreen IV,2003,2024-12-31,100.4414243,68.5261372,0.0,-4.82,0.6852614,2.98,3.0,Teachers' Retirement System of the State of Illinois,,Middle East & Israel,Washington State Investment Board
8950,Pathway Private Equity Fund V,2003,2024-06-30,98.6934895,164.5138809,0.5166273,9.8,1.6503051,8.8,2.0,Pathway Capital Management,Fund of Funds,North America,Washington State Investment Board
1216,Lone Star Fund IV,2002,2024-12-31,95.225995,233.2421362,0.0,30.2,2.3324214,18.0,1.0,Fresno County Employees' Retirement Association,Buyout,Asia,Washington State Investment Board
192,Apex Investment Fund V,2002,2024-12-31,100.0,38.0,0.0,-13.69,0.38,-3.6,4.0,Apex Venture Partners,,North America,Washington State Investment Board
2248,Fortress Investment Fund II,2002,2024-12-31,96.2466645,205.9707212,0.0,35.63,2.0597072,17.035,1.0,Orange County Employees' Retirement System,Buyout,North America,Washington State Investment Board
463,Charterhouse Capital Partners VII,2002,2024-12-31,90.3,184.5,0.0,32,1.845,20.6,2.0,Charterhouse Capital Partners,Buyout,Europe,Washington State Investment Board
1267,Menlo Ventures IX,2001,2024-06-30,100.0,101.9991745,0.0,0.33,1.0199917,2.1,3.0,Washington State Investment Board,,North America,Washington State Investment Board
1397,Oak Investment Partners X,2001,2024-09-30,104.24,162.15,0.0,9.4,1.6215,2.1,1.0,Houston Police Officers' Pension System,,North America,Washington State Investment Board
1414,OVP Venture Partners VI,2001,2024-12-31,100.0,27.6,0.0,-13.5,0.276,2.1,4.0,OVP Venture Partners,,North America,Washington State Investment Board
1535,Prism Venture Partners IV,2001,2024-12-31,100.0,73.401264,0.0,-6.5,0.7340126,2.1,3.0,CalPERS - California Public Employees' Retirement System,,North America,Washington State Investment Board
160,Ampersand 2001,2001,2024-12-31,100.0,261.0,0.0,16.98,2.61,16.1,1.0,Ampersand Capital Partners,Growth,North America,Washington State Investment Board
169,Apax Europe V,2001,2024-12-31,100.0,190.0,0.0,29,1.9,29.0,3.0,,Buyout,Europe,Washington State Investment Board
1885,US Venture Partners VIII,2001,2024-12-31,98.4000019,129.6595993,0.0,3.49,1.296596,2.1,2.0,Washington State Investment Board,,North America,Washington State Investment Board
1944,Warburg Pincus Private Equity VIII,2001,2024-12-31,100.0,229.0,0.0,14.6,2.29,9.3,1.0,Warburg Pincus,Balanced,North America,Washington State Investment Board
240,Austin Ventures VIII,2001,2024-09-30,102.6382833,163.7400653,0.0,6.8,1.6374007,2.1,2.0,Houston Police Officers' Pension System,,North America,Washington State Investment Board
483,CHL Medical Partners II,2001,2024-12-31,,,,-0.3,,-1.575,2.0,,,North America,Washington State Investment Board
660,El Dorado Ventures VI,2001,2024-12-31,84.8,86.8172592,0.0,-1.95,0.8681726,-1.575,3.0,Houston Police Officers' Pension System,,North America,Washington State Investment Board
695,Essex Woodlands Health Ventures V,2001,2024-06-30,102.0,105.7949725,8.9392118,2.95,1.1473418,2.1,2.0,Washington State Investment Board,,North America,Washington State Investment Board
755,First Reserve Fund IX,2001,2024-12-31,108.200868,284.665221,0.0,48.12,2.8466522,16.1,1.0,Washington State Investment Board,Growth,North America,Washington State Investment Board
804,Frazier Healthcare IV,2001,2024-12-31,99.4,102.7791071,0.0,0.45,1.0277911,2.1,3.0,Washington State Investment Board,,North America,Washington State Investment Board
883,Great Hill Equity Partners II,2001,2024-12-31,100.0,224.0,0.0,27.17,2.24,9.3,1.0,Great Hill Partners,Balanced,North America,Washington State Investment Board
929,HarbourVest International IV Direct,2001,2024-12-31,100.04825,171.9427076,0.0,13.39,1.7194271,29.065,4.0,State of Wisconsin Investment Board,Buyout,Europe,Washington State Investment Board
930,HarbourVest International Private Equity IV Partnership,2001,2024-12-31,97.5,178.3062,0.0,14.2,1.783062,12.9,2.0,HarbourVest Partners,Fund of Funds,Europe,Washington State Investment Board
1215,Lone Star Fund III,2000,2024-12-31,100.521036,204.7026336,0.0,31.56,2.0470263,20.11,1.0,,Buyout,North America,Washington State Investment Board
1231,Madison Dearborn Capital Partners IV,2000,2024-09-30,100.5653533,188.9441115,0.0,13.9,1.8894411,20.11,3.0,Houston Police Officers' Pension System,Buyout,North America,Washington State Investment Board
1303,Mobius Technology Ventures VI,2000,2024-12-31,98.8256332,59.8423279,0.0,-5.8,0.5984233,0.65,4.0,Washington State Investment Board,,North America,Washington State Investment Board
1356,New Enterprise Associates X,2000,2024-06-30,100.0,112.6059727,3.2609273,2.21,1.158669,0.65,2.0,Washington State Investment Board,,North America,Washington State Investment Board
1370,Nordic Capital Fund IV,2000,2024-12-31,99.9,220.9,0.0,24.09,2.209,12.2,2.0,Nordic Capital,Buyout,Europe,Washington State Investment Board
